year,month,district,temp_max_c,temp_min_c,temp_avg_c,rainfall_mm,humidity_percent,solar_radiation
2013,4,Jehanabad,40.1,23.3,31.7,18.6,61.3,20.6
2013,4,Aurangabad,37.0,23.8,30.4,15.4,73.8,24.1
2013,4,Nalanda,36.1,25.2,30.7,74.0,71.1,21.7
2013,4,Sheikhpura,38.7,20.6,29.6,50.8,76.1,18.0
2013,4,Lakhisarai,40.8,24.2,32.5,39.6,70.6,19.0
2013,4,Jamui,40.1,22.8,31.4,73.1,67.7,21.6
2013,4,Munger,42.0,19.5,30.7,61.6,58.5,23.4
2013,4,Banka,37.2,27.4,32.3,70.6,56.9,16.4
2013,4,Nawada,37.2,23.2,30.2,21.8,58.2,20.6
2013,4,Katihar,30.6,26.7,28.7,66.5,74.6,15.2
2013,5,Patna,30.6,23.5,27.0,79.6,63.6,18.4
2013,5,Gaya,31.6,24.7,28.2,55.3,57.5,19.7
2013,5,Bhagalpur,38.0,22.9,30.5,57.2,75.4,21.9
2013,5,Muzaffarpur,37.4,26.5,32.0,73.0,64.7,16.7
2013,5,Darbhanga,39.8,20.1,30.0,75.0,55.6,24.2
2013,5,Purnia,37.1,25.7,31.4,37.9,79.8,17.3
2013,5,Araria,33.2,18.5,25.8,75.8,66.4,21.7
2013,5,Kishanganj,38.2,26.7,32.5,56.5,69.1,22.1
2013,5,West Champaran,39.0,19.9,29.4,17.7,56.9,18.7
2013,5,East Champaran,36.0,24.2,30.1,77.1,63.3,22.6
2013,5,Sheohar,36.4,20.2,28.3,53.1,79.2,16.2
2013,5,Sitamarhi,36.1,18.5,27.3,32.5,70.5,23.4
2013,5,Madhubani,38.8,22.6,30.7,73.6,62.6,22.5
2013,5,Supaul,35.7,27.0,31.3,65.8,77.5,17.1
2013,5,Saharsa,38.0,25.4,31.7,62.0,67.6,15.1
2013,5,Madhepura,33.1,21.2,27.2,69.6,76.0,16.0
2013,5,Khagaria,41.4,19.8,30.6,39.0,60.4,23.6
2013,5,Begusarai,39.0,21.5,30.3,57.7,59.6,18.8
2013,5,Samastipur,34.5,20.4,27.5,71.3,72.0,17.8
2013,5,Vaishali,32.9,18.2,25.5,34.3,68.2,17.8
2013,5,Saran,38.4,22.1,30.3,32.1,78.5,17.6
2013,5,Siwan,34.8,21.8,28.3,26.9,60.4,18.0
2013,5,Gopalganj,40.4,25.7,33.0,57.7,66.4,20.1
2013,5,Rohtas,33.2,18.7,26.0,33.2,67.4,15.6
2013,5,Buxar,31.1,20.6,25.8,35.7,64.8,16.2
2013,5,Kaimur,32.7,20.6,26.7,14.7,63.2,15.7
2013,5,Bhojpur,38.4,21.9,30.2,32.9,58.2,17.3
2013,5,Arwal,32.8,27.9,30.3,68.5,55.4,21.2
2013,5,Jehanabad,33.1,19.0,26.1,59.4,58.3,19.4
2013,5,Aurangabad,37.6,23.5,30.6,78.4,74.6,22.7
2013,5,Nalanda,34.3,18.1,26.2,61.4,80.0,19.1
2013,5,Sheikhpura,41.8,19.4,30.6,30.8,59.3,19.8
2013,5,Lakhisarai,39.6,21.4,30.5,73.4,68.6,19.7
2013,5,Jamui,39.4,19.0,29.2,64.2,61.1,17.8
2013,5,Munger,37.2,27.0,32.1,50.5,71.2,22.8
2013,5,Banka,33.1,26.3,29.7,39.3,59.4,18.5
2013,5,Nawada,33.0,20.3,26.6,29.8,59.5,21.7
2013,5,Katihar,37.0,24.5,30.7,34.1,74.2,16.3
2013,6,Patna,32.0,23.7,27.8,281.9,79.9,22.9
2013,6,Gaya,34.2,26.5,30.3,193.9,79.1,24.2
2013,6,Bhagalpur,31.1,27.6,29.4,248.1,89.3,24.3
2013,6,Muzaffarpur,32.6,22.1,27.3,250.1,88.7,23.9
2013,6,Darbhanga,29.3,24.4,26.9,358.9,83.7,23.5
2013,6,Purnia,33.8,27.4,30.6,179.3,77.2,15.8
2013,6,Araria,34.5,24.9,29.7,166.1,79.8,18.5
2013,6,Kishanganj,33.7,26.4,30.0,322.3,75.3,24.1
2013,6,West Champaran,29.5,25.8,27.6,165.5,76.2,15.1
2013,6,East Champaran,32.0,25.8,28.9,162.6,79.4,23.5
2013,6,Sheohar,28.7,23.3,26.0,256.1,87.6,17.5
2013,6,Sitamarhi,35.0,24.1,29.6,246.6,76.8,21.8
2013,6,Madhubani,29.7,25.8,27.7,205.8,80.8,23.6
2013,6,Supaul,33.2,22.9,28.0,301.9,84.4,15.9
2013,6,Saharsa,31.3,23.6,27.4,266.8,86.7,16.6
2013,6,Madhepura,28.9,23.6,26.2,388.1,86.2,15.2
2013,6,Khagaria,30.8,23.5,27.2,309.5,81.9,24.6
2013,6,Begusarai,29.5,25.5,27.5,325.1,87.4,19.1
2013,6,Samastipur,32.8,23.8,28.3,258.9,88.4,24.5
2013,6,Vaishali,33.0,24.2,28.6,355.0,75.4,16.0
2013,6,Saran,32.6,23.7,28.2,387.8,81.5,19.3
2013,6,Siwan,32.7,26.6,29.7,268.9,78.2,22.7
2013,6,Gopalganj,30.2,23.1,26.6,307.9,76.4,24.7
2013,6,Rohtas,32.4,27.9,30.2,234.7,89.6,16.5
2013,6,Buxar,28.3,22.2,25.2,266.2,76.2,20.1
2013,6,Kaimur,30.3,24.0,27.2,308.9,77.4,22.7
2013,6,Bhojpur,32.1,27.5,29.8,241.2,89.7,20.8
2013,6,Arwal,34.8,22.2,28.5,332.0,87.2,15.5
2013,6,Jehanabad,32.1,26.8,29.4,290.3,76.0,21.9
2013,6,Aurangabad,28.4,26.9,27.7,160.8,77.1,17.8
2013,6,Nalanda,32.4,27.9,30.1,179.5,77.1,18.7
2013,6,Sheikhpura,33.9,24.8,29.3,230.4,83.4,17.6
2013,6,Lakhisarai,30.8,24.0,27.4,351.0,88.9,22.6
2013,6,Jamui,31.1,25.0,28.0,181.3,86.2,21.0
2013,6,Munger,34.3,23.2,28.8,339.9,85.3,17.7
2013,6,Banka,32.7,27.5,30.1,379.6,85.8,15.5
2013,6,Nawada,34.1,25.9,30.0,227.6,77.8,16.2
2013,6,Katihar,28.4,26.5,27.4,209.0,75.4,19.0
2013,7,Patna,31.4,23.0,27.2,161.0,77.8,21.8
2013,7,Gaya,28.6,25.3,27.0,186.6,77.9,18.9
2013,7,Bhagalpur,28.7,23.0,25.9,237.2,79.9,22.5
2013,7,Muzaffarpur,28.5,27.2,27.8,354.1,86.5,18.1
2013,7,Darbhanga,33.8,23.1,28.4,181.1,75.7,24.4
2013,7,Purnia,30.2,27.5,28.8,218.2,88.6,24.0
2013,7,Araria,34.5,25.0,29.7,366.5,89.3,18.2
2013,7,Kishanganj,30.9,26.3,28.6,225.1,86.3,15.7
2013,7,West Champaran,31.7,22.7,27.2,223.3,78.9,23.4
2013,7,East Champaran,29.4,26.9,28.1,348.5,82.5,17.3
2013,7,Sheohar,29.6,24.8,27.2,152.2,83.0,24.5
2013,7,Sitamarhi,29.1,25.4,27.3,390.4,87.9,23.5
2013,7,Madhubani,33.8,23.9,28.8,372.7,89.1,20.0
2013,7,Supaul,30.5,24.5,27.5,233.6,78.2,21.2
2013,7,Saharsa,31.9,24.8,28.4,174.0,87.0,16.7
2013,7,Madhepura,28.8,25.7,27.3,249.7,75.9,18.6
2013,7,Khagaria,33.4,25.7,29.5,240.7,77.9,21.3
2013,7,Begusarai,34.2,25.9,30.0,353.2,82.8,22.2
2013,7,Samastipur,34.3,26.6,30.5,377.5,81.5,24.0
2013,7,Vaishali,32.4,27.2,29.8,159.8,84.9,23.5
2013,7,Saran,29.2,26.0,27.6,356.2,79.3,19.1
2013,7,Siwan,32.0,25.1,28.6,159.8,76.5,16.0
2013,7,Gopalganj,29.8,23.5,26.7,335.6,83.6,22.6
2013,7,Rohtas,28.5,24.9,26.7,230.9,87.7,22.1
2013,7,Buxar,34.1,22.3,28.2,330.2,83.1,23.3
2013,7,Kaimur,31.6,25.2,28.4,162.9,85.0,17.7
2013,7,Bhojpur,28.1,22.4,25.3,389.3,80.2,23.7
2013,7,Arwal,34.7,27.7,31.2,370.4,88.4,17.9
2013,7,Jehanabad,29.1,25.8,27.4,272.0,76.5,21.8
2013,7,Aurangabad,31.9,27.2,29.6,302.3,83.6,19.4
2013,7,Nalanda,31.2,27.7,29.5,184.6,81.7,21.6
2013,7,Sheikhpura,31.0,23.7,27.4,221.8,78.5,18.4
2013,7,Lakhisarai,34.1,25.0,29.6,210.1,80.8,16.1
2013,7,Jamui,34.3,24.4,29.4,395.1,80.2,23.4
2013,7,Munger,29.8,22.5,26.1,157.9,84.1,18.1
2013,7,Banka,31.1,26.9,29.0,212.0,79.6,23.5
2013,7,Nawada,31.4,27.0,29.2,243.6,81.0,16.7
2013,7,Katihar,34.4,27.4,30.9,396.1,81.0,23.2
2013,8,Patna,30.9,24.7,27.8,357.5,77.7,17.2
2013,8,Gaya,30.2,26.7,28.5,243.2,80.4,25.0
2013,8,Bhagalpur,30.7,23.5,27.1,305.8,87.0,15.7
2013,8,Muzaffarpur,32.3,22.2,27.3,281.6,78.9,18.1
2013,8,Darbhanga,31.3,27.6,29.4,327.7,89.1,21.6
2013,8,Purnia,28.0,23.6,25.8,376.4,84.7,24.8
2013,8,Araria,29.1,23.8,26.4,240.6,79.9,17.5
2013,8,Kishanganj,31.1,25.9,28.5,227.8,76.2,22.1
2013,8,West Champaran,31.2,25.3,28.3,263.9,88.4,20.6
2013,8,East Champaran,34.5,25.1,29.8,223.1,80.3,20.2
2013,8,Sheohar,31.7,26.1,28.9,206.1,84.9,22.8
2013,8,Sitamarhi,32.7,24.9,28.8,397.9,81.1,16.1
2013,8,Madhubani,33.8,23.3,28.5,328.3,77.7,15.2
2013,8,Supaul,29.1,24.3,26.7,176.7,78.0,22.6
2013,8,Saharsa,33.4,26.9,30.1,360.3,81.3,23.7
2013,8,Madhepura,31.7,24.8,28.3,329.6,78.2,22.9
2013,8,Khagaria,31.0,22.8,26.9,179.8,77.5,23.9
2013,8,Begusarai,34.9,24.1,29.5,223.0,78.3,23.2
2013,8,Samastipur,29.5,27.5,28.5,316.8,88.5,20.5
2013,8,Vaishali,32.8,25.7,29.3,357.8,87.5,20.9
2013,8,Saran,32.4,27.5,30.0,382.5,85.0,15.1
2013,8,Siwan,28.7,27.1,27.9,171.2,78.2,17.3
2013,8,Gopalganj,32.2,25.5,28.8,222.4,78.1,22.6
2013,8,Rohtas,34.5,22.3,28.4,183.3,84.6,23.0
2013,8,Buxar,33.5,26.3,29.9,371.9,78.3,16.1
2013,8,Kaimur,32.3,26.9,29.6,295.5,89.4,23.0
2013,8,Bhojpur,32.9,22.4,27.6,176.9,86.8,17.0
2013,8,Arwal,28.2,27.5,27.8,372.7,78.3,22.8
2013,8,Jehanabad,28.3,23.7,26.0,305.9,86.4,15.1
2013,8,Aurangabad,30.3,23.3,26.8,399.7,85.1,19.1
2013,8,Nalanda,28.5,25.6,27.1,310.4,87.2,17.9
2013,8,Sheikhpura,34.9,24.6,29.8,224.0,80.2,20.2
2013,8,Lakhisarai,34.6,26.4,30.5,294.3,77.4,16.5
2013,8,Jamui,31.5,26.4,28.9,337.8,78.4,16.0
2013,8,Munger,30.7,27.5,29.1,286.3,79.8,18.2
2013,8,Banka,28.9,24.8,26.9,347.8,89.5,20.0
2013,8,Nawada,29.2,26.1,27.6,339.2,76.1,23.5
2013,8,Katihar,33.8,24.8,29.3,290.1,85.7,21.8
2013,9,Patna,28.1,22.7,25.4,190.6,86.3,19.4
2013,9,Gaya,31.8,26.6,29.2,235.2,86.2,19.4
2013,9,Bhagalpur,30.6,24.0,27.3,391.2,86.6,15.2
2013,9,Muzaffarpur,34.7,26.7,30.7,187.3,76.1,18.1
2013,9,Darbhanga,32.4,25.7,29.0,219.0,81.7,17.1
2013,9,Purnia,28.4,25.1,26.7,236.7,83.1,24.5
2013,9,Araria,29.0,22.0,25.5,169.2,81.9,22.1
2013,9,Kishanganj,32.1,25.0,28.5,238.5,79.6,18.8
2013,9,West Champaran,32.3,23.0,27.6,342.8,83.6,17.7
2013,9,East Champaran,31.5,27.8,29.6,155.1,78.0,19.5
2013,9,Sheohar,32.5,23.3,27.9,382.9,84.6,23.8
2013,9,Sitamarhi,30.3,27.0,28.6,244.6,78.8,24.1
2013,9,Madhubani,28.6,27.7,28.2,264.6,89.9,20.4
2013,9,Supaul,33.3,22.0,27.7,274.2,86.1,22.8
2013,9,Saharsa,29.1,24.5,26.8,254.8,76.6,19.4
2013,9,Madhepura,33.6,23.8,28.7,258.1,89.4,15.3
2013,9,Khagaria,32.1,26.5,29.3,340.2,85.7,22.3
2013,9,Begusarai,28.4,25.2,26.8,345.7,76.4,15.1
2013,9,Samastipur,33.7,26.3,30.0,253.1,89.1,22.7
2013,9,Vaishali,34.8,27.6,31.2,270.3,86.3,21.7
2013,9,Saran,33.7,26.7,30.2,188.3,78.5,17.7
2013,9,Siwan,33.7,26.9,30.3,273.8,83.7,23.3
2013,9,Gopalganj,30.2,22.3,26.2,270.6,88.7,22.9
2013,9,Rohtas,30.6,22.4,26.5,309.2,87.5,21.6
2013,9,Buxar,31.0,22.7,26.9,377.7,79.1,17.2
2013,9,Kaimur,33.7,27.9,30.8,315.0,84.4,18.2
2013,9,Bhojpur,28.1,23.2,25.6,296.1,77.3,23.8
2013,9,Arwal,29.3,25.1,27.2,278.0,84.1,18.3
2013,9,Jehanabad,34.1,24.7,29.4,325.0,84.5,16.2
2013,9,Aurangabad,32.4,25.3,28.8,374.7,88.2,16.5
2013,9,Nalanda,28.6,23.8,26.2,396.7,75.3,21.7
2013,9,Sheikhpura,32.3,25.9,29.1,204.6,78.4,19.3
2013,9,Lakhisarai,28.7,22.4,25.6,172.1,83.6,19.0
2013,9,Jamui,30.1,23.9,27.0,201.8,81.2,17.0
2013,9,Munger,32.9,22.7,27.8,387.1,76.3,24.4
2013,9,Banka,33.8,26.1,30.0,378.1,77.1,16.8
2013,9,Nawada,29.8,23.5,26.6,227.7,83.6,15.3
2013,9,Katihar,30.7,23.5,27.1,301.7,89.8,20.2
2013,10,Patna,35.1,21.7,28.4,64.9,56.8,24.6
2013,10,Gaya,35.0,21.1,28.1,78.2,78.4,21.4
2013,10,Bhagalpur,30.2,25.5,27.9,33.5,64.7,16.6
2013,10,Muzaffarpur,36.3,25.4,30.9,29.1,78.5,16.9
2013,10,Darbhanga,30.8,24.4,27.6,69.5,78.8,22.7
2013,10,Purnia,32.4,27.8,30.1,74.4,59.1,20.6
2013,10,Araria,36.7,22.4,29.5,78.9,56.5,21.3
2013,10,Kishanganj,32.5,23.3,27.9,64.6,61.2,18.9
2013,10,West Champaran,41.4,25.6,33.5,50.1,60.5,19.3
2013,10,East Champaran,39.3,26.2,32.7,27.1,71.6,16.0
2013,10,Sheohar,30.3,23.5,26.9,25.7,57.0,22.3
2013,10,Sitamarhi,36.0,26.0,31.0,56.5,73.2,18.1
2013,10,Madhubani,33.2,24.0,28.6,24.0,75.4,20.2
2013,10,Supaul,32.7,24.3,28.5,76.2,57.1,16.1
2013,10,Saharsa,40.1,19.1,29.6,12.8,63.7,19.7
2013,10,Madhepura,36.8,23.1,30.0,73.9,74.2,24.8
2013,10,Khagaria,35.7,18.8,27.3,76.9,55.1,22.8
2013,10,Begusarai,30.4,25.6,28.0,75.7,64.7,17.4
2013,10,Samastipur,32.7,22.9,27.8,22.0,71.8,18.7
2013,10,Vaishali,33.9,22.6,28.2,48.0,58.5,22.1
2013,10,Saran,40.6,20.8,30.7,22.6,74.0,16.8
2013,10,Siwan,30.5,24.2,27.3,26.8,59.3,24.8
2013,10,Gopalganj,33.5,27.0,30.3,22.5,75.5,20.0
2013,10,Rohtas,30.9,25.3,28.1,72.4,59.1,22.3
2013,10,Buxar,35.3,25.5,30.4,60.0,55.7,16.8
2013,10,Kaimur,35.7,27.3,31.5,33.9,70.7,15.1
2013,10,Bhojpur,38.5,24.0,31.3,60.1,77.6,16.5
2013,10,Arwal,33.1,28.0,30.5,20.9,73.0,22.3
2013,10,Jehanabad,38.2,20.3,29.2,25.1,71.7,16.9
2013,10,Aurangabad,37.9,22.9,30.4,37.1,62.5,24.5
2013,10,Nalanda,36.1,23.6,29.9,76.4,71.3,24.6
2013,10,Sheikhpura,31.3,26.5,28.9,33.5,75.3,23.6
2013,10,Lakhisarai,33.3,22.1,27.7,60.8,57.5,22.6
2013,10,Jamui,31.3,27.1,29.2,29.3,69.4,16.2
2013,10,Munger,33.2,22.0,27.6,44.1,55.0,23.9
2013,10,Banka,30.1,25.7,27.9,42.9,68.1,17.1
2013,10,Nawada,37.3,23.4,30.3,21.5,61.0,15.7
2013,10,Katihar,30.8,18.1,24.5,25.4,72.0,18.2
2013,11,Patna,34.1,19.3,26.7,50.3,63.6,21.8
2013,11,Gaya,38.9,23.8,31.4,29.3,67.7,17.5
2013,11,Bhagalpur,40.8,25.7,33.2,44.5,79.1,20.5
2013,11,Muzaffarpur,33.9,19.0,26.4,48.1,76.5,23.7
2013,11,Darbhanga,37.3,21.9,29.6,55.5,74.1,19.1
2013,11,Purnia,35.7,24.8,30.3,71.4,74.8,15.2
2013,11,Araria,31.5,26.5,29.0,68.4,64.7,20.8
2013,11,Kishanganj,40.9,27.1,34.0,64.8,60.2,22.3
2013,11,West Champaran,31.2,26.9,29.1,20.4,71.6,21.1
2013,11,East Champaran,39.3,23.5,31.4,14.2,72.6,18.8
2013,11,Sheohar,33.8,27.9,30.9,51.3,72.8,20.3
2013,11,Sitamarhi,39.2,25.5,32.4,56.0,79.9,19.6
2013,11,Madhubani,38.5,26.0,32.2,36.3,66.4,24.7
2013,11,Supaul,30.4,21.4,25.9,44.0,55.0,24.0
2013,11,Saharsa,33.4,20.6,27.0,67.4,61.9,21.6
2013,11,Madhepura,39.9,25.9,32.9,64.7,57.2,15.8
2013,11,Khagaria,33.7,18.4,26.0,45.0,64.9,20.6
2013,11,Begusarai,33.6,22.9,28.2,33.4,59.9,21.5
2013,11,Samastipur,38.1,26.3,32.2,71.2,72.6,21.9
2013,11,Vaishali,30.7,19.1,24.9,66.9,60.8,18.6
2013,11,Saran,31.7,20.0,25.8,64.3,61.5,19.5
2013,11,Siwan,31.8,24.8,28.3,61.0,64.0,22.8
2013,11,Gopalganj,32.9,24.9,28.9,61.1,79.2,17.3
2013,11,Rohtas,31.1,20.6,25.9,18.6,59.2,18.3
2013,11,Buxar,35.0,27.0,31.0,23.7,79.3,23.1
2013,11,Kaimur,40.6,27.3,33.9,62.7,74.7,19.4
2013,11,Bhojpur,36.1,27.3,31.7,36.5,56.0,22.6
2013,11,Arwal,36.9,26.1,31.5,15.3,70.5,17.5
2013,11,Jehanabad,40.8,19.1,30.0,69.0,57.2,15.3
2013,11,Aurangabad,32.8,21.3,27.1,53.9,58.3,19.4
2013,11,Nalanda,32.5,26.6,29.5,13.1,63.9,21.3
2013,11,Sheikhpura,41.0,26.7,33.8,72.7,56.6,23.4
2013,11,Lakhisarai,39.4,27.0,33.2,31.8,77.8,19.0
2013,11,Jamui,37.6,22.2,29.9,39.9,68.7,18.6
2013,11,Munger,39.5,24.3,31.9,58.3,60.8,24.7
2013,11,Banka,37.9,20.0,28.9,62.5,59.3,15.6
2013,11,Nawada,36.3,23.5,29.9,23.2,63.7,24.5
2013,11,Katihar,33.4,19.6,26.5,79.5,62.6,21.8
2013,12,Patna,21.9,13.5,17.7,14.7,74.4,19.3
2013,12,Gaya,24.7,17.4,21.1,29.7,61.5,23.3
2013,12,Bhagalpur,23.1,13.9,18.5,14.4,66.0,16.6
2013,12,Muzaffarpur,24.6,13.5,19.0,9.7,68.1,24.7
2013,12,Darbhanga,25.7,12.8,19.3,27.9,68.6,16.4
2013,12,Purnia,24.4,9.8,17.1,24.2,74.5,18.6
2013,12,Araria,23.5,12.2,17.8,12.1,71.9,21.2
2013,12,Kishanganj,20.5,16.4,18.5,9.7,74.7,18.8
2013,12,West Champaran,24.9,8.8,16.9,13.6,72.0,19.8
2013,12,East Champaran,27.2,13.8,20.5,28.2,74.7,19.5
2013,12,Sheohar,24.5,16.3,20.4,10.5,72.9,20.9
2013,12,Sitamarhi,25.8,8.8,17.3,24.2,64.7,23.1
2013,12,Madhubani,24.1,10.7,17.4,28.8,71.5,24.9
2013,12,Supaul,22.9,14.5,18.7,20.3,70.3,15.4
2013,12,Saharsa,22.3,17.1,19.7,15.6,74.4,17.1
2013,12,Madhepura,28.0,15.0,21.5,24.4,66.0,24.1
2013,12,Khagaria,24.4,14.8,19.6,7.4,69.5,23.8
2013,12,Begusarai,21.4,15.4,18.4,5.6,73.9,24.8
2013,12,Samastipur,22.8,9.1,16.0,21.5,60.4,19.8
2013,12,Vaishali,22.2,12.7,17.5,5.5,60.8,15.2
2013,12,Saran,25.0,13.6,19.3,10.8,69.7,23.8
2013,12,Siwan,22.2,16.3,19.3,21.6,60.5,18.8
2013,12,Gopalganj,24.1,15.3,19.7,12.2,74.7,21.8
2013,12,Rohtas,23.0,9.0,16.0,9.5,67.3,19.9
2013,12,Buxar,26.1,15.3,20.7,10.0,68.9,15.2
2013,12,Kaimur,23.2,15.6,19.4,15.0,72.5,24.8
2013,12,Bhojpur,24.9,9.5,17.2,14.5,60.1,21.0
2013,12,Arwal,26.6,14.3,20.4,24.7,72.0,23.5
2013,12,Jehanabad,22.1,16.7,19.4,21.4,64.3,24.9
2013,12,Aurangabad,27.6,13.7,20.7,26.1,63.9,19.2
2013,12,Nalanda,21.5,13.2,17.3,17.4,63.2,21.7
2013,12,Sheikhpura,20.9,8.6,14.8,14.6,66.1,18.2
2013,12,Lakhisarai,22.1,11.4,16.7,9.1,66.1,24.0
2013,12,Jamui,21.8,14.8,18.3,8.5,65.3,18.2
2013,12,Munger,27.5,12.3,19.9,22.3,69.0,16.4
2013,12,Banka,27.5,11.5,19.5,6.1,64.5,18.4
2013,12,Nawada,20.7,14.2,17.5,13.7,69.4,15.1
2013,12,Katihar,27.9,9.7,18.8,21.5,70.7,16.7
2014,1,Patna,20.9,9.5,15.2,11.2,62.5,21.7
2014,1,Gaya,23.4,13.4,18.4,6.2,72.9,16.7
2014,1,Bhagalpur,22.9,8.7,15.8,8.4,70.0,21.9
2014,1,Muzaffarpur,25.4,13.5,19.5,28.8,67.6,19.5
2014,1,Darbhanga,22.0,9.0,15.5,18.7,64.7,20.2
2014,1,Purnia,21.6,16.4,19.0,30.0,64.8,23.4
2014,1,Araria,27.0,18.0,22.5,13.6,71.3,17.3
2014,1,Kishanganj,25.0,15.0,20.0,23.5,63.1,23.5
2014,1,West Champaran,23.4,10.2,16.8,18.6,73.0,24.7
2014,1,East Champaran,26.0,8.1,17.0,8.4,61.1,16.0
2014,1,Sheohar,23.1,11.4,17.2,7.8,73.2,21.2
2014,1,Sitamarhi,26.4,11.7,19.0,15.3,64.8,19.4
2014,1,Madhubani,24.9,12.9,18.9,25.9,73.5,19.7
2014,1,Supaul,21.9,17.5,19.7,23.4,69.6,22.5
2014,1,Saharsa,20.6,8.7,14.6,8.8,62.2,19.2
2014,1,Madhepura,21.3,16.5,18.9,19.5,65.5,15.7
2014,1,Khagaria,24.7,9.2,16.9,23.6,72.0,20.4
2014,1,Begusarai,21.2,15.9,18.5,12.7,63.3,19.7
2014,1,Samastipur,27.4,11.0,19.2,27.6,60.8,15.8
2014,1,Vaishali,25.6,9.9,17.7,12.9,62.0,18.3
2014,1,Saran,22.2,15.4,18.8,22.6,74.3,22.2
2014,1,Siwan,25.6,14.9,20.3,27.1,64.4,18.0
2014,1,Gopalganj,25.9,10.3,18.1,27.8,68.0,18.0
2014,1,Rohtas,26.2,11.1,18.7,29.1,74.7,21.7
2014,1,Buxar,20.9,10.6,15.8,17.9,72.8,16.8
2014,1,Kaimur,20.8,8.7,14.8,17.7,73.3,15.4
2014,1,Bhojpur,21.7,14.9,18.3,25.6,72.1,22.9
2014,1,Arwal,21.0,12.0,16.5,29.6,74.8,21.0
2014,1,Jehanabad,25.7,17.5,21.6,16.2,62.1,21.7
2014,1,Aurangabad,27.7,15.0,21.3,25.1,66.3,16.0
2014,1,Nalanda,21.4,17.8,19.6,17.3,60.2,24.6
2014,1,Sheikhpura,24.0,16.4,20.2,18.7,61.5,21.2
2014,1,Lakhisarai,28.0,8.3,18.2,26.0,63.5,18.9
2014,1,Jamui,23.0,17.0,20.0,17.6,66.7,23.2
2014,1,Munger,20.4,8.9,14.6,5.5,70.3,20.3
2014,1,Banka,27.0,13.0,20.0,10.5,72.1,17.9
2014,1,Nawada,27.5,10.5,19.0,9.2,67.4,15.5
2014,1,Katihar,20.3,13.0,16.6,10.4,60.1,18.0
2014,2,Patna,23.8,11.9,17.9,8.4,68.7,22.1
2014,2,Gaya,25.4,11.9,18.7,8.4,67.5,23.9
2014,2,Bhagalpur,23.7,10.0,16.9,7.3,74.2,22.4
2014,2,Muzaffarpur,22.5,11.0,16.7,27.4,62.7,20.4
2014,2,Darbhanga,25.7,12.0,18.8,6.0,63.4,24.0
2014,2,Purnia,24.2,16.2,20.2,18.9,74.2,24.1
2014,2,Araria,23.9,11.2,17.5,20.0,70.1,20.0
2014,2,Kishanganj,26.6,9.8,18.2,13.4,70.3,17.5
2014,2,West Champaran,23.5,17.6,20.6,20.6,74.2,22.2
2014,2,East Champaran,25.8,13.9,19.9,8.6,67.8,17.5
2014,2,Sheohar,28.0,10.7,19.3,10.8,69.4,20.1
2014,2,Sitamarhi,20.2,9.3,14.7,25.3,67.3,16.5
2014,2,Madhubani,23.7,10.5,17.1,10.6,74.4,18.6
2014,2,Supaul,20.4,17.7,19.0,24.9,63.8,19.1
2014,2,Saharsa,26.9,11.6,19.2,19.2,68.0,19.0
2014,2,Madhepura,25.1,12.7,18.9,5.5,72.2,16.1
2014,2,Khagaria,23.7,13.8,18.8,22.6,66.2,22.4
2014,2,Begusarai,21.1,14.5,17.8,25.7,73.3,20.8
2014,2,Samastipur,22.5,9.6,16.1,13.6,68.1,17.0
2014,2,Vaishali,27.6,17.0,22.3,5.8,68.4,22.9
2014,2,Saran,22.0,13.2,17.6,15.1,62.9,21.1
2014,2,Siwan,27.9,11.7,19.8,18.8,64.9,23.8
2014,2,Gopalganj,26.9,9.8,18.4,27.5,62.3,16.0
2014,2,Rohtas,25.2,11.9,18.5,18.3,69.8,15.5
2014,2,Buxar,22.3,12.6,17.5,11.7,60.7,15.9
2014,2,Kaimur,26.4,17.1,21.8,8.8,63.7,21.5
2014,2,Bhojpur,27.6,11.0,19.3,26.4,67.6,24.6
2014,2,Arwal,21.1,17.7,19.4,16.0,74.3,19.6
2014,2,Jehanabad,24.2,16.0,20.1,23.1,69.3,19.2
2014,2,Aurangabad,26.3,17.5,21.9,5.2,68.8,23.7
2014,2,Nalanda,25.2,16.0,20.6,27.4,71.3,22.2
2014,2,Sheikhpura,27.7,16.6,22.2,25.4,61.3,17.4
2014,2,Lakhisarai,24.5,15.1,19.8,12.6,61.4,18.1
2014,2,Jamui,26.2,16.8,21.5,27.8,65.7,18.7
2014,2,Munger,23.3,11.8,17.5,21.7,65.4,15.2
2014,2,Banka,23.5,10.2,16.9,5.7,67.1,17.1
2014,2,Nawada,23.6,10.8,17.2,20.1,74.9,20.5
2014,2,Katihar,25.2,17.2,21.2,14.4,62.5,17.8
2014,3,Patna,34.8,24.5,29.6,10.3,76.3,15.8
2014,3,Gaya,40.8,27.5,34.2,79.3,75.2,16.4
2014,3,Bhagalpur,38.5,20.0,29.3,72.8,62.9,18.3
2014,3,Muzaffarpur,41.0,18.1,29.6,23.6,65.5,22.0
2014,3,Darbhanga,37.8,24.7,31.2,71.6,58.0,20.2
2014,3,Purnia,38.7,24.4,31.5,41.4,55.4,15.6
2014,3,Araria,31.4,21.4,26.4,18.2,65.7,16.8
2014,3,Kishanganj,39.3,26.7,33.0,37.3,67.8,24.5
2014,3,West Champaran,36.4,28.0,32.2,19.9,76.6,20.0
