year,month,district,ndvi,lai,evi
2013,1,Rohtas,0.593,2.41,0.621
2013,1,Buxar,0.316,1.29,0.547
2013,1,Kaimur,0.35,2.5,0.381
2013,1,Bhojpur,0.467,2.55,0.77
2013,1,Arwal,0.375,2.44,0.567
2013,1,Jehanabad,0.553,2.74,0.672
2013,1,Aurangabad,0.597,2.17,0.685
2013,1,Nalanda,0.351,2.76,0.332
2013,1,Sheikhpura,0.335,1.93,0.386
2013,1,Lakhisarai,0.484,2.81,0.662
2013,1,Jamui,0.424,1.64,0.557
2013,1,Munger,0.478,2.39,0.411
2013,1,Banka,0.411,1.9,0.54
2013,1,Nawada,0.304,2.76,0.531
2013,1,Katihar,0.352,2.11,0.429
2013,2,Patna,0.578,1.43,0.578
2013,2,Gaya,0.415,2.2,0.339
2013,2,Bhagalpur,0.418,2.35,0.379
2013,2,Muzaffarpur,0.585,1.48,0.696
2013,2,Darbhanga,0.469,1.12,0.475
2013,2,Purnia,0.531,1.52,0.606
2013,2,Araria,0.51,2.83,0.718
2013,2,Kishanganj,0.367,2.82,0.467
2013,2,West Champaran,0.368,1.45,0.456
2013,2,East Champaran,0.54,2.6,0.75
2013,2,Sheohar,0.494,1.38,0.553
2013,2,Sitamarhi,0.36,2.29,0.45
2013,2,Madhubani,0.572,2.54,0.787
2013,2,Supaul,0.59,1.66,0.656
2013,2,Saharsa,0.356,1.4,0.37
2013,2,Madhepura,0.446,2.46,0.523
2013,2,Khagaria,0.459,2.94,0.52
2013,2,Begusarai,0.441,2.86,0.527
2013,2,Samastipur,0.329,1.45,0.295
2013,2,Vaishali,0.53,1.84,0.739
2013,2,Saran,0.539,2.1,0.627
2013,2,Siwan,0.4,2.62,0.407
2013,2,Gopalganj,0.487,2.55,0.731
2013,2,Rohtas,0.32,1.07,0.286
2013,2,Buxar,0.386,2.55,0.224
2013,2,Kaimur,0.569,1.99,0.772
2013,2,Bhojpur,0.484,2.97,0.731
2013,2,Arwal,0.424,1.07,0.521
2013,2,Jehanabad,0.55,2.89,0.676
2013,2,Aurangabad,0.427,2.99,0.228
2013,2,Nalanda,0.571,1.08,0.734
2013,2,Sheikhpura,0.308,1.89,0.505
2013,2,Lakhisarai,0.345,2.75,0.453
2013,2,Jamui,0.586,2.6,0.878
2013,2,Munger,0.508,2.85,0.571
2013,2,Banka,0.553,1.2,0.557
2013,2,Nawada,0.581,2.49,0.504
2013,2,Katihar,0.344,1.19,0.34
2013,3,Patna,0.327,1.76,0.147
2013,3,Gaya,0.296,0.74,0.515
2013,3,Bhagalpur,0.497,0.54,0.703
2013,3,Muzaffarpur,0.356,0.97,0.353
2013,3,Darbhanga,0.498,1.43,0.677
2013,3,Purnia,0.245,1.2,0.247
2013,3,Araria,0.452,1.98,0.443
2013,3,Kishanganj,0.37,1.92,0.412
2013,3,West Champaran,0.4,1.4,0.568
2013,3,East Champaran,0.465,1.06,0.399
2013,3,Sheohar,0.273,1.22,0.272
2013,3,Sitamarhi,0.229,1.0,0.047
2013,3,Madhubani,0.448,1.1,0.404
2013,3,Supaul,0.406,0.95,0.415
2013,3,Saharsa,0.478,0.67,0.687
2013,3,Madhepura,0.251,1.38,0.337
2013,3,Khagaria,0.243,1.34,0.296
2013,3,Begusarai,0.357,0.56,0.394
2013,3,Samastipur,0.407,1.36,0.543
2013,3,Vaishali,0.417,1.29,0.728
2013,3,Saran,0.477,1.92,0.616
2013,3,Siwan,0.477,0.89,0.596
2013,3,Gopalganj,0.498,0.9,0.641
2013,3,Rohtas,0.491,0.57,0.448
2013,3,Buxar,0.281,1.41,0.407
2013,3,Kaimur,0.465,0.75,0.618
2013,3,Bhojpur,0.311,1.57,0.275
2013,3,Arwal,0.291,0.98,0.46
2013,3,Jehanabad,0.468,1.86,0.582
2013,3,Aurangabad,0.483,1.44,0.575
2013,3,Nalanda,0.214,0.79,0.311
2013,3,Sheikhpura,0.228,1.69,0.266
2013,3,Lakhisarai,0.257,1.26,0.384
2013,3,Jamui,0.433,1.72,0.624
2013,3,Munger,0.292,1.05,0.433
2013,3,Banka,0.466,1.71,0.561
2013,3,Nawada,0.206,1.83,0.273
2013,3,Katihar,0.29,1.23,0.412
2013,4,Patna,0.429,1.72,0.385
2013,4,Gaya,0.421,1.53,0.388
2013,4,Bhagalpur,0.354,1.13,0.403
2013,4,Muzaffarpur,0.223,1.36,0.275
2013,4,Darbhanga,0.263,1.66,0.39
2013,4,Purnia,0.471,0.71,0.662
2013,4,Araria,0.278,0.88,0.345
2013,4,Kishanganj,0.276,0.7,0.481
2013,4,West Champaran,0.468,1.54,0.614
2013,4,East Champaran,0.455,0.77,0.549
2013,4,Sheohar,0.352,1.23,0.404
2013,4,Sitamarhi,0.336,1.45,0.421
2013,4,Madhubani,0.484,1.85,0.814
2013,4,Supaul,0.456,1.62,0.621
2013,4,Saharsa,0.464,1.84,0.472
2013,4,Madhepura,0.403,0.96,0.319
2013,4,Khagaria,0.297,1.1,0.349
2013,4,Begusarai,0.242,0.51,0.348
2013,4,Samastipur,0.271,1.91,0.329
2013,4,Vaishali,0.394,1.69,0.533
2013,4,Saran,0.217,1.06,0.337
2013,4,Siwan,0.418,1.03,0.529
2013,4,Gopalganj,0.473,1.5,0.528
2013,4,Rohtas,0.201,0.75,0.354
2013,4,Buxar,0.478,0.55,0.415
2013,4,Kaimur,0.329,1.1,0.562
2013,4,Bhojpur,0.22,0.68,0.289
2013,4,Arwal,0.234,0.89,0.228
2013,4,Jehanabad,0.397,0.67,0.472
2013,4,Aurangabad,0.489,0.79,0.675
2013,4,Nalanda,0.209,1.39,0.328
2013,4,Sheikhpura,0.342,1.19,0.227
2013,4,Lakhisarai,0.455,0.79,0.279
2013,4,Jamui,0.402,0.58,0.481
2013,4,Munger,0.359,1.22,0.434
2013,4,Banka,0.435,1.29,0.4
2013,4,Nawada,0.307,1.06,0.357
2013,4,Katihar,0.419,1.42,0.5
2013,5,Patna,0.281,1.45,0.23
2013,5,Gaya,0.422,1.71,0.427
2013,5,Bhagalpur,0.388,1.68,0.403
2013,5,Muzaffarpur,0.381,0.88,0.438
2013,5,Darbhanga,0.433,1.04,0.58
2013,5,Purnia,0.445,1.75,0.728
2013,5,Araria,0.22,0.94,0.239
2013,5,Kishanganj,0.354,0.78,0.525
2013,5,West Champaran,0.366,0.9,0.393
2013,5,East Champaran,0.308,0.64,0.42
2013,5,Sheohar,0.376,1.91,0.606
2013,5,Sitamarhi,0.493,0.58,0.543
2013,5,Madhubani,0.436,1.05,0.486
2013,5,Supaul,0.477,1.71,0.531
2013,5,Saharsa,0.294,1.91,0.321
2013,5,Madhepura,0.396,2.0,0.406
2013,5,Khagaria,0.34,1.72,0.351
2013,5,Begusarai,0.433,1.35,0.49
2013,5,Samastipur,0.229,1.13,0.466
2013,5,Vaishali,0.434,0.63,0.534
2013,5,Saran,0.346,0.74,0.492
2013,5,Siwan,0.417,0.61,0.622
2013,5,Gopalganj,0.353,1.76,0.496
2013,5,Rohtas,0.262,0.93,0.357
2013,5,Buxar,0.332,1.28,0.332
2013,5,Kaimur,0.406,1.47,0.348
2013,5,Bhojpur,0.233,1.98,0.207
2013,5,Arwal,0.49,0.71,0.865
2013,5,Jehanabad,0.363,1.71,0.586
2013,5,Aurangabad,0.47,0.89,0.5
2013,5,Nalanda,0.272,1.04,0.233
2013,5,Sheikhpura,0.269,1.81,0.304
2013,5,Lakhisarai,0.37,0.9,0.571
2013,5,Jamui,0.379,1.53,0.389
2013,5,Munger,0.296,0.81,0.324
2013,5,Banka,0.341,1.11,0.391
2013,5,Nawada,0.201,1.78,0.186
2013,5,Katihar,0.49,1.91,0.777
2013,6,Patna,0.229,1.42,0.23
2013,6,Gaya,0.238,0.89,0.329
2013,6,Bhagalpur,0.284,1.95,0.285
2013,6,Muzaffarpur,0.307,0.98,0.417
2013,6,Darbhanga,0.282,0.96,0.256
2013,6,Purnia,0.44,0.64,0.618
2013,6,Araria,0.379,1.79,0.476
2013,6,Kishanganj,0.353,1.0,0.357
2013,6,West Champaran,0.23,1.51,0.169
2013,6,East Champaran,0.415,1.92,0.371
2013,6,Sheohar,0.3,1.62,0.331
2013,6,Sitamarhi,0.448,0.93,0.539
2013,6,Madhubani,0.3,1.53,0.314
2013,6,Supaul,0.4,1.93,0.612
2013,6,Saharsa,0.466,1.55,0.598
2013,6,Madhepura,0.445,1.25,0.556
2013,6,Khagaria,0.351,0.51,0.576
2013,6,Begusarai,0.485,1.18,0.614
2013,6,Samastipur,0.227,1.44,0.296
2013,6,Vaishali,0.358,1.57,0.349
2013,6,Saran,0.305,0.72,0.442
2013,6,Siwan,0.343,1.31,0.303
2013,6,Gopalganj,0.297,1.76,0.275
2013,6,Rohtas,0.423,1.15,0.561
2013,6,Buxar,0.382,0.86,0.43
2013,6,Kaimur,0.479,0.59,0.604
2013,6,Bhojpur,0.286,1.34,0.367
2013,6,Arwal,0.265,1.79,0.427
2013,6,Jehanabad,0.379,0.85,0.642
2013,6,Aurangabad,0.404,1.59,0.551
2013,6,Nalanda,0.469,1.74,0.523
2013,6,Sheikhpura,0.425,1.96,0.519
2013,6,Lakhisarai,0.292,1.41,0.415
2013,6,Jamui,0.477,1.21,0.698
2013,6,Munger,0.36,0.56,0.404
2013,6,Banka,0.494,0.8,0.638
2013,6,Nawada,0.276,1.23,0.259
2013,6,Katihar,0.306,1.31,0.561
2013,7,Patna,0.887,5.89,1.186
2013,7,Gaya,0.817,4.96,0.865
2013,7,Bhagalpur,0.634,4.62,0.689
2013,7,Muzaffarpur,0.704,3.61,0.908
2013,7,Darbhanga,0.866,5.58,1.091
2013,7,Purnia,0.709,5.06,0.786
2013,7,Araria,0.748,4.42,0.929
2013,7,Kishanganj,0.671,3.33,0.891
2013,7,West Champaran,0.88,3.46,1.053
2013,7,East Champaran,0.642,5.33,0.945
2013,7,Sheohar,0.871,3.36,1.251
2013,7,Sitamarhi,0.732,4.24,0.88
2013,7,Madhubani,0.69,4.69,0.878
2013,7,Supaul,0.765,5.54,0.84
2013,7,Saharsa,0.876,5.7,0.888
2013,7,Madhepura,0.707,4.96,0.94
2013,7,Khagaria,0.814,3.48,1.044
2013,7,Begusarai,0.777,4.6,1.168
2013,7,Samastipur,0.617,5.99,0.743
2013,7,Vaishali,0.663,3.55,0.833
2013,7,Saran,0.617,4.84,0.484
2013,7,Siwan,0.758,5.62,0.842
2013,7,Gopalganj,0.621,4.63,0.779
2013,7,Rohtas,0.83,5.99,1.162
2013,7,Buxar,0.867,3.27,1.18
2013,7,Kaimur,0.802,4.25,0.998
2013,7,Bhojpur,0.697,4.88,0.66
2013,7,Arwal,0.851,3.95,0.879
2013,7,Jehanabad,0.793,5.62,0.938
2013,7,Aurangabad,0.611,5.04,0.97
2013,7,Nalanda,0.899,5.43,1.028
2013,7,Sheikhpura,0.667,5.08,1.022
2013,7,Lakhisarai,0.653,5.66,0.669
2013,7,Jamui,0.665,4.44,0.63
2013,7,Munger,0.804,3.91,1.054
2013,7,Banka,0.712,3.94,1.003
2013,7,Nawada,0.858,3.04,0.967
2013,7,Katihar,0.815,4.52,1.142
2013,8,Patna,0.625,5.95,0.813
2013,8,Gaya,0.688,4.71,0.814
2013,8,Bhagalpur,0.756,3.99,0.909
2013,8,Muzaffarpur,0.773,3.63,1.122
2013,8,Darbhanga,0.878,3.33,1.123
2013,8,Purnia,0.625,3.09,0.785
2013,8,Araria,0.7,5.37,0.923
2013,8,Kishanganj,0.719,5.98,0.919
2013,8,West Champaran,0.71,5.42,0.733
2013,8,East Champaran,0.701,3.58,0.778
2013,8,Sheohar,0.639,4.09,0.767
2013,8,Sitamarhi,0.611,4.29,0.615
2013,8,Madhubani,0.887,4.08,1.023
2013,8,Supaul,0.837,3.94,0.927
2013,8,Saharsa,0.715,5.37,0.843
2013,8,Madhepura,0.619,3.52,0.572
2013,8,Khagaria,0.663,4.39,0.747
2013,8,Begusarai,0.714,3.9,0.965
2013,8,Samastipur,0.696,4.21,0.922
2013,8,Vaishali,0.725,4.95,0.898
2013,8,Saran,0.776,4.02,0.895
2013,8,Siwan,0.617,5.29,0.694
2013,8,Gopalganj,0.76,5.36,1.002
2013,8,Rohtas,0.693,3.36,0.769
2013,8,Buxar,0.76,5.84,0.959
2013,8,Kaimur,0.735,4.37,0.622
2013,8,Bhojpur,0.664,4.27,0.966
2013,8,Arwal,0.642,4.71,0.768
2013,8,Jehanabad,0.799,4.15,1.137
2013,8,Aurangabad,0.74,4.0,0.929
2013,8,Nalanda,0.847,5.97,1.048
2013,8,Sheikhpura,0.764,4.34,0.894
2013,8,Lakhisarai,0.868,5.73,0.958
2013,8,Jamui,0.856,4.47,0.893
2013,8,Munger,0.686,5.89,0.875
2013,8,Banka,0.728,4.35,0.742
2013,8,Nawada,0.632,3.77,0.81
2013,8,Katihar,0.809,5.38,0.903
2013,9,Patna,0.81,3.39,1.105
2013,9,Gaya,0.642,3.51,0.674
2013,9,Bhagalpur,0.863,4.0,1.124
2013,9,Muzaffarpur,0.892,3.63,1.111
2013,9,Darbhanga,0.637,5.22,0.797
2013,9,Purnia,0.76,4.68,0.783
2013,9,Araria,0.795,5.55,0.995
2013,9,Kishanganj,0.701,3.96,0.672
2013,9,West Champaran,0.606,4.8,0.808
2013,9,East Champaran,0.689,5.26,0.73
2013,9,Sheohar,0.856,4.0,1.078
2013,9,Sitamarhi,0.687,3.11,0.699
2013,9,Madhubani,0.759,5.62,0.697
2013,9,Supaul,0.654,4.16,0.7
2013,9,Saharsa,0.699,5.98,0.973
2013,9,Madhepura,0.808,5.78,0.932
2013,9,Khagaria,0.607,3.62,0.799
2013,9,Begusarai,0.808,4.73,1.137
2013,9,Samastipur,0.774,5.8,0.961
2013,9,Vaishali,0.707,3.15,0.586
2013,9,Saran,0.742,5.93,0.923
2013,9,Siwan,0.716,4.05,0.727
2013,9,Gopalganj,0.861,5.92,1.19
2013,9,Rohtas,0.767,3.23,0.794
2013,9,Buxar,0.612,5.32,0.576
2013,9,Kaimur,0.896,3.26,0.988
2013,9,Bhojpur,0.681,5.57,0.985
2013,9,Arwal,0.615,5.76,0.568
2013,9,Jehanabad,0.641,3.64,0.768
2013,9,Aurangabad,0.845,3.8,0.891
2013,9,Nalanda,0.643,4.23,0.979
2013,9,Sheikhpura,0.842,5.24,1.015
2013,9,Lakhisarai,0.622,4.39,0.767
2013,9,Jamui,0.623,3.15,0.678
2013,9,Munger,0.692,5.82,0.933
2013,9,Banka,0.828,5.41,0.879
2013,9,Nawada,0.873,4.1,1.089
2013,9,Katihar,0.761,5.86,0.98
2013,10,Patna,0.884,5.69,1.002
2013,10,Gaya,0.87,4.19,0.984
2013,10,Bhagalpur,0.839,5.06,1.118
2013,10,Muzaffarpur,0.747,5.07,0.875
2013,10,Darbhanga,0.827,3.36,1.041
2013,10,Purnia,0.616,4.03,0.665
2013,10,Araria,0.875,4.72,1.024
2013,10,Kishanganj,0.791,3.86,1.006
2013,10,West Champaran,0.633,5.97,0.715
2013,10,East Champaran,0.853,5.41,0.976
2013,10,Sheohar,0.893,3.22,1.061
2013,10,Sitamarhi,0.778,3.11,0.844
2013,10,Madhubani,0.648,5.11,0.713
2013,10,Supaul,0.879,3.76,1.082
2013,10,Saharsa,0.866,5.77,0.778
2013,10,Madhepura,0.683,5.42,0.791
2013,10,Khagaria,0.659,4.87,0.634
2013,10,Begusarai,0.895,5.54,1.116
2013,10,Samastipur,0.606,4.27,0.812
2013,10,Vaishali,0.679,6.0,0.784
2013,10,Saran,0.66,3.73,0.697
2013,10,Siwan,0.867,3.33,1.087
2013,10,Gopalganj,0.895,5.62,1.043
2013,10,Rohtas,0.754,4.37,1.019
2013,10,Buxar,0.896,3.1,1.111
2013,10,Kaimur,0.711,4.2,0.844
2013,10,Bhojpur,0.789,5.72,0.97
2013,10,Arwal,0.685,5.45,0.811
2013,10,Jehanabad,0.683,3.22,0.798
2013,10,Aurangabad,0.717,4.29,0.994
2013,10,Nalanda,0.783,3.79,0.93
2013,10,Sheikhpura,0.611,4.93,0.573
2013,10,Lakhisarai,0.847,5.18,1.268
2013,10,Jamui,0.608,5.74,0.611
2013,10,Munger,0.767,3.95,1.02
2013,10,Banka,0.775,3.56,0.803
2013,10,Nawada,0.723,5.03,0.876
2013,10,Katihar,0.676,3.22,0.622
2013,11,Patna,0.416,2.46,0.568
2013,11,Gaya,0.501,2.01,0.524
2013,11,Bhagalpur,0.591,2.77,0.889
2013,11,Muzaffarpur,0.383,2.84,0.656
2013,11,Darbhanga,0.569,2.48,0.721
2013,11,Purnia,0.376,1.38,0.38
2013,11,Araria,0.528,2.92,0.74
2013,11,Kishanganj,0.452,2.08,0.66
2013,11,West Champaran,0.387,1.31,0.449
2013,11,East Champaran,0.377,2.27,0.603
2013,11,Sheohar,0.363,1.98,0.495
2013,11,Sitamarhi,0.396,1.88,0.405
2013,11,Madhubani,0.526,2.32,0.562
2013,11,Supaul,0.576,1.02,0.676
2013,11,Saharsa,0.52,2.89,0.577
2013,11,Madhepura,0.375,1.63,0.428
2013,11,Khagaria,0.435,2.05,0.573
2013,11,Begusarai,0.439,2.49,0.556
2013,11,Samastipur,0.338,1.66,0.441
2013,11,Vaishali,0.572,2.78,0.616
2013,11,Saran,0.398,1.47,0.383
2013,11,Siwan,0.325,1.27,0.289
2013,11,Gopalganj,0.364,1.02,0.446
2013,11,Rohtas,0.486,2.89,0.564
2013,11,Buxar,0.421,1.89,0.399
2013,11,Kaimur,0.532,2.41,0.715
2013,11,Bhojpur,0.524,2.38,0.67
2013,11,Arwal,0.503,2.05,0.784
2013,11,Jehanabad,0.362,1.44,0.415
2013,11,Aurangabad,0.567,1.54,0.676
2013,11,Nalanda,0.315,1.85,0.339
2013,11,Sheikhpura,0.379,2.09,0.576
2013,11,Lakhisarai,0.472,2.52,0.631
2013,11,Jamui,0.301,1.0,0.455
2013,11,Munger,0.593,1.53,0.81
2013,11,Banka,0.474,1.93,0.477
2013,11,Nawada,0.335,1.16,0.332
2013,11,Katihar,0.431,2.47,0.555
2013,12,Patna,0.577,2.75,0.656
2013,12,Gaya,0.578,2.37,0.786
2013,12,Bhagalpur,0.566,1.18,0.671
2013,12,Muzaffarpur,0.548,1.82,0.605
2013,12,Darbhanga,0.565,1.47,0.582
2013,12,Purnia,0.554,2.65,0.868
2013,12,Araria,0.397,2.68,0.596
2013,12,Kishanganj,0.358,1.53,0.278
2013,12,West Champaran,0.434,1.63,0.516
2013,12,East Champaran,0.453,1.32,0.435
2013,12,Sheohar,0.352,1.06,0.415
2013,12,Sitamarhi,0.344,2.84,0.386
2013,12,Madhubani,0.36,1.13,0.305
2013,12,Supaul,0.319,2.51,0.343
2013,12,Saharsa,0.467,1.11,0.505
2013,12,Madhepura,0.406,1.73,0.484
2013,12,Khagaria,0.547,2.47,0.617
2013,12,Begusarai,0.548,1.73,0.66
2013,12,Samastipur,0.321,1.65,0.482
2013,12,Vaishali,0.338,2.11,0.328
2013,12,Saran,0.538,2.48,0.517
2013,12,Siwan,0.31,2.63,0.228
2013,12,Gopalganj,0.507,2.06,0.696
2013,12,Rohtas,0.379,1.67,0.434
2013,12,Buxar,0.586,1.13,0.775
2013,12,Kaimur,0.571,1.18,0.777
2013,12,Bhojpur,0.591,1.06,0.646
2013,12,Arwal,0.315,2.93,0.354
2013,12,Jehanabad,0.516,2.01,0.626
2013,12,Aurangabad,0.396,1.54,0.377
2013,12,Nalanda,0.485,2.58,0.548
2013,12,Sheikhpura,0.495,1.25,0.302
2013,12,Lakhisarai,0.549,2.67,0.524
2013,12,Jamui,0.45,1.21,0.558
2013,12,Munger,0.529,1.62,0.669
2013,12,Banka,0.427,2.58,0.498
2013,12,Nawada,0.491,1.63,0.615
2013,12,Katihar,0.529,1.34,0.603
2014,1,Patna,0.375,2.53,0.506
2014,1,Gaya,0.386,1.02,0.488
2014,1,Bhagalpur,0.396,2.94,0.393
2014,1,Muzaffarpur,0.537,1.75,0.644
2014,1,Darbhanga,0.574,1.11,0.623
2014,1,Purnia,0.38,2.03,0.607
2014,1,Araria,0.446,1.7,0.668
2014,1,Kishanganj,0.323,2.19,0.511
2014,1,West Champaran,0.513,1.15,0.725
2014,1,East Champaran,0.55,1.08,0.716
2014,1,Sheohar,0.509,2.59,0.705
2014,1,Sitamarhi,0.38,1.62,0.229
2014,1,Madhubani,0.45,1.3,0.396
2014,1,Supaul,0.371,1.97,0.351
2014,1,Saharsa,0.552,1.48,0.539
2014,1,Madhepura,0.343,2.89,0.491
2014,1,Khagaria,0.49,1.21,0.477
2014,1,Begusarai,0.566,1.49,0.725
2014,1,Samastipur,0.542,1.4,0.735
2014,1,Vaishali,0.389,1.16,0.479
2014,1,Saran,0.466,1.34,0.621
2014,1,Siwan,0.404,2.41,0.641
2014,1,Gopalganj,0.372,2.83,0.568
2014,1,Rohtas,0.378,2.43,0.382
2014,1,Buxar,0.309,1.59,0.361
2014,1,Kaimur,0.431,1.72,0.428
2014,1,Bhojpur,0.594,1.49,0.687
2014,1,Arwal,0.4,1.41,0.623
2014,1,Jehanabad,0.49,1.67,0.542
2014,1,Aurangabad,0.395,1.93,0.44
2014,1,Nalanda,0.39,2.94,0.322
2014,1,Sheikhpura,0.422,2.05,0.411
2014,1,Lakhisarai,0.522,2.76,0.445
2014,1,Jamui,0.396,2.39,0.443
2014,1,Munger,0.47,1.97,0.597
2014,1,Banka,0.534,1.28,0.615
2014,1,Nawada,0.41,2.08,0.269
2014,1,Katihar,0.516,1.11,0.519
2014,2,Patna,0.441,1.52,0.523
2014,2,Gaya,0.351,1.52,0.337
2014,2,Bhagalpur,0.452,2.95,0.428
2014,2,Muzaffarpur,0.415,1.81,0.593
2014,2,Darbhanga,0.346,1.32,0.423
2014,2,Purnia,0.502,2.18,0.485
2014,2,Araria,0.593,1.25,0.71
2014,2,Kishanganj,0.366,2.89,0.47
2014,2,West Champaran,0.441,1.69,0.459
2014,2,East Champaran,0.594,1.61,0.627
2014,2,Sheohar,0.593,1.66,0.646
2014,2,Sitamarhi,0.424,1.47,0.452
2014,2,Madhubani,0.509,1.48,0.644
2014,2,Supaul,0.386,2.51,0.496
2014,2,Saharsa,0.557,2.18,0.579
2014,2,Madhepura,0.536,1.59,0.44
2014,2,Khagaria,0.4,1.32,0.402
2014,2,Begusarai,0.396,1.75,0.457
2014,2,Samastipur,0.377,1.2,0.564
2014,2,Vaishali,0.401,1.47,0.487
2014,2,Saran,0.386,2.72,0.353
2014,2,Siwan,0.513,1.31,0.624
2014,2,Gopalganj,0.318,1.51,0.418
2014,2,Rohtas,0.445,2.45,0.42
2014,2,Buxar,0.453,1.84,0.284
2014,2,Kaimur,0.311,2.36,0.477
2014,2,Bhojpur,0.589,1.84,0.65
2014,2,Arwal,0.567,2.86,0.671
2014,2,Jehanabad,0.544,1.21,0.656
2014,2,Aurangabad,0.55,2.5,0.364
2014,2,Nalanda,0.539,2.74,0.798
2014,2,Sheikhpura,0.32,1.89,0.372
2014,2,Lakhisarai,0.309,2.83,0.171
2014,2,Jamui,0.403,1.9,0.521
2014,2,Munger,0.338,1.36,0.374
2014,2,Banka,0.48,1.64,0.581
2014,2,Nawada,0.55,2.2,0.596
2014,2,Katihar,0.38,2.99,0.49
2014,3,Patna,0.33,1.04,0.25
2014,3,Gaya,0.31,0.8,0.39
2014,3,Bhagalpur,0.211,1.12,0.114
2014,3,Muzaffarpur,0.431,1.26,0.673
2014,3,Darbhanga,0.31,0.77,0.373
2014,3,Purnia,0.489,1.7,0.732
2014,3,Araria,0.326,1.61,0.31
2014,3,Kishanganj,0.355,1.8,0.417
2014,3,West Champaran,0.457,1.36,0.642
2014,3,East Champaran,0.428,1.43,0.612
2014,3,Sheohar,0.376,1.18,0.557
2014,3,Sitamarhi,0.318,1.76,0.366
2014,3,Madhubani,0.451,1.66,0.628
2014,3,Supaul,0.462,0.56,0.508
2014,3,Saharsa,0.297,1.78,0.43
2014,3,Madhepura,0.329,0.99,0.393
2014,3,Khagaria,0.309,1.83,0.492
2014,3,Begusarai,0.341,1.91,0.288
2014,3,Samastipur,0.248,1.14,0.318
2014,3,Vaishali,0.321,0.59,0.284
2014,3,Saran,0.455,1.06,0.287
2014,3,Siwan,0.347,0.52,0.398
2014,3,Gopalganj,0.445,1.0,0.508
2014,3,Rohtas,0.357,1.86,0.442
2014,3,Buxar,0.319,0.8,0.371
2014,3,Kaimur,0.337,0.59,0.24
2014,3,Bhojpur,0.36,1.51,0.447
2014,3,Arwal,0.444,1.63,0.702
2014,3,Jehanabad,0.258,1.1,0.336
2014,3,Aurangabad,0.38,1.6,0.639
2014,3,Nalanda,0.283,1.1,0.258
2014,3,Sheikhpura,0.45,1.02,0.562
2014,3,Lakhisarai,0.398,1.99,0.328
2014,3,Jamui,0.265,0.59,0.305
2014,3,Munger,0.43,0.94,0.57
2014,3,Banka,0.293,1.4,0.268
2014,3,Nawada,0.325,1.0,0.192
2014,3,Katihar,0.461,0.61,0.542
2014,4,Patna,0.209,1.11,0.305
2014,4,Gaya,0.306,0.89,0.295
2014,4,Bhagalpur,0.308,0.83,0.429
2014,4,Muzaffarpur,0.459,1.06,0.375
2014,4,Darbhanga,0.296,1.67,0.577
2014,4,Purnia,0.247,1.15,0.191
2014,4,Araria,0.37,1.27,0.628
2014,4,Kishanganj,0.314,0.6,0.461
2014,4,West Champaran,0.217,1.79,0.372
2014,4,East Champaran,0.479,1.63,0.649
2014,4,Sheohar,0.408,1.48,0.339
2014,4,Sitamarhi,0.263,1.72,0.338
2014,4,Madhubani,0.275,0.56,0.458
2014,4,Supaul,0.324,1.71,0.36
2014,4,Saharsa,0.448,1.79,0.704
2014,4,Madhepura,0.279,0.65,0.408
2014,4,Khagaria,0.36,0.52,0.337
2014,4,Begusarai,0.233,1.81,0.271
2014,4,Samastipur,0.392,1.47,0.314
2014,4,Vaishali,0.291,1.15,0.177
2014,4,Saran,0.376,0.78,0.448
2014,4,Siwan,0.315,1.73,0.206
2014,4,Gopalganj,0.447,1.0,0.577
2014,4,Rohtas,0.448,0.82,0.534
2014,4,Buxar,0.284,0.63,0.223
2014,4,Kaimur,0.361,1.65,0.547
2014,4,Bhojpur,0.451,0.99,0.6
2014,4,Arwal,0.314,1.73,0.333
2014,4,Jehanabad,0.245,1.87,0.165
2014,4,Aurangabad,0.361,1.81,0.426
2014,4,Nalanda,0.317,0.77,0.5
2014,4,Sheikhpura,0.236,0.56,0.311
2014,4,Lakhisarai,0.217,0.85,0.258
2014,4,Jamui,0.409,1.57,0.478
2014,4,Munger,0.391,0.94,0.521
2014,4,Banka,0.458,1.22,0.709
2014,4,Nawada,0.254,1.45,0.407
2014,4,Katihar,0.404,0.65,0.565
2014,5,Patna,0.34,1.48,0.48
2014,5,Gaya,0.446,0.91,0.426
2014,5,Bhagalpur,0.26,1.82,0.482
2014,5,Muzaffarpur,0.499,1.06,0.507
2014,5,Darbhanga,0.485,1.05,0.494
2014,5,Purnia,0.338,1.81,0.457
2014,5,Araria,0.296,0.66,0.087
2014,5,Kishanganj,0.269,1.86,0.423
2014,5,West Champaran,0.381,1.02,0.413
2014,5,East Champaran,0.272,1.25,0.383
2014,5,Sheohar,0.399,1.54,0.555
2014,5,Sitamarhi,0.401,0.9,0.513
2014,5,Madhubani,0.352,1.47,0.436
2014,5,Supaul,0.341,1.0,0.3
2014,5,Saharsa,0.387,1.45,0.458
2014,5,Madhepura,0.359,0.74,0.474
2014,5,Khagaria,0.365,0.55,0.41
2014,5,Begusarai,0.39,1.35,0.438
2014,5,Samastipur,0.439,1.2,0.403
2014,5,Vaishali,0.423,0.51,0.498
2014,5,Saran,0.327,0.78,0.465
2014,5,Siwan,0.412,0.72,0.606
2014,5,Gopalganj,0.401,1.54,0.507
2014,5,Rohtas,0.264,0.9,0.257
