year,district,crop,season,area_hectares,production_tonnes,yield_kg_per_hectare
2012,Sitamarhi,sugarcane,rabi,1314.2,59351.19,45161.32
2012,Sitamarhi,jute,kharif,5041.35,8206.59,1627.86
2012,Madhubani,rice,kharif,4528.84,10610.72,2342.92
2012,Madhubani,wheat,rabi,6092.03,19187.38,3149.58
2012,Madhubani,maize,kharif,1270.93,4417.75,3475.98
2012,Madhubani,sugarcane,rabi,7106.5,369605.05,52009.44
2012,Madhubani,jute,kharif,3806.91,8686.8,2281.85
2012,Supaul,rice,kharif,8511.15,20840.83,2448.65
2012,Supaul,wheat,rabi,5238.64,15042.55,2871.46
2012,Supaul,maize,kharif,8356.67,36781.56,4401.46
2012,Supaul,sugarcane,rabi,2715.49,125574.34,46243.74
2012,Supaul,jute,kharif,7614.33,12237.38,1607.15
2012,Saharsa,rice,kharif,2049.25,3484.9,1700.58
2012,Saharsa,wheat,rabi,9383.99,34232.04,3647.92
2012,Saharsa,maize,kharif,8438.96,28130.76,3333.44
2012,Saharsa,sugarcane,rabi,9825.11,387922.4,39482.74
2012,Saharsa,jute,kharif,6111.77,9407.45,1539.24
2012,Madhepura,rice,kharif,1474.89,2911.63,1974.14
2012,Madhepura,wheat,rabi,8411.97,30728.34,3652.93
2012,Madhepura,maize,kharif,3953.62,17917.61,4531.96
2012,Madhepura,sugarcane,rabi,4461.5,264852.7,59364.05
2012,Madhepura,jute,kharif,1293.93,2512.33,1941.62
2012,Khagaria,rice,kharif,1616.05,3016.15,1866.37
2012,Khagaria,wheat,rabi,1691.23,5045.36,2983.25
2012,Khagaria,maize,kharif,3298.03,12953.18,3927.55
2012,Khagaria,sugarcane,rabi,1630.97,103891.18,63698.89
2012,Khagaria,jute,kharif,8913.97,14765.66,1656.46
2012,Begusarai,rice,kharif,2984.01,7320.98,2453.4
2012,Begusarai,wheat,rabi,4856.12,17429.89,3589.26
2012,Begusarai,maize,kharif,8601.99,33368.75,3879.19
2012,Begusarai,sugarcane,rabi,3776.21,200004.06,52964.17
2012,Begusarai,jute,kharif,4112.25,8431.32,2050.29
2012,Samastipur,rice,kharif,1231.93,3505.43,2845.49
2012,Samastipur,wheat,rabi,2630.65,11112.33,4224.18
2012,Samastipur,maize,kharif,4763.3,16273.54,3416.44
2012,Samastipur,sugarcane,rabi,1149.33,50457.99,43902.0
2012,Samastipur,jute,kharif,4776.65,10397.81,2176.8
2012,Vaishali,rice,kharif,8086.35,15128.28,1870.84
2012,Vaishali,wheat,rabi,7384.95,21760.36,2946.58
2012,Vaishali,maize,kharif,4835.09,14619.11,3023.54
2012,Vaishali,sugarcane,rabi,8836.2,394633.82,44661.05
2012,Vaishali,jute,kharif,2452.31,3963.8,1616.36
2012,Saran,rice,kharif,4676.1,11380.93,2433.85
2012,Saran,wheat,rabi,2740.92,8824.85,3219.67
2012,Saran,maize,kharif,8434.58,28316.29,3357.17
2012,Saran,sugarcane,rabi,4244.27,203410.77,47925.97
2012,Saran,jute,kharif,6574.51,11658.85,1773.34
2012,Siwan,rice,kharif,2813.76,7502.86,2666.49
2012,Siwan,wheat,rabi,3277.24,11736.02,3581.07
2012,Siwan,maize,kharif,6428.35,25058.25,3898.08
2012,Siwan,sugarcane,rabi,3100.0,157432.37,50784.71
2012,Siwan,jute,kharif,1404.97,2640.97,1879.74
2012,Gopalganj,rice,kharif,1734.39,3098.31,1786.4
2012,Gopalganj,wheat,rabi,6974.42,18387.95,2636.48
2012,Gopalganj,maize,kharif,4659.31,18926.46,4062.07
2012,Gopalganj,sugarcane,rabi,9102.38,504137.05,55385.21
2012,Gopalganj,jute,kharif,6703.4,12074.7,1801.28
2012,Rohtas,rice,kharif,6009.21,13365.81,2224.22
2012,Rohtas,wheat,rabi,8018.39,26083.63,3252.98
2012,Rohtas,maize,kharif,6091.7,28844.46,4735.04
2012,Rohtas,sugarcane,rabi,1854.69,95685.24,51591.03
2012,Rohtas,jute,kharif,9960.12,16278.4,1634.36
2012,Buxar,rice,kharif,3837.15,10234.79,2667.29
2012,Buxar,wheat,rabi,7305.5,25410.26,3478.24
2012,Buxar,maize,kharif,3560.87,13226.48,3714.39
2012,Buxar,sugarcane,rabi,9671.32,420121.51,43439.94
2012,Buxar,jute,kharif,3103.67,5926.05,1909.37
2012,Kaimur,rice,kharif,3270.81,7188.84,2197.88
2012,Kaimur,wheat,rabi,2709.43,7099.1,2620.15
2012,Kaimur,maize,kharif,3841.96,14294.48,3720.62
2012,Kaimur,sugarcane,rabi,9412.57,551819.17,58625.78
2012,Kaimur,jute,kharif,1558.33,2801.16,1797.54
2012,Bhojpur,rice,kharif,8949.46,18066.23,2018.69
2012,Bhojpur,wheat,rabi,1553.02,4156.83,2676.62
2012,Bhojpur,maize,kharif,4042.76,14018.14,3467.47
2012,Bhojpur,sugarcane,rabi,1527.09,75052.31,49147.35
2012,Bhojpur,jute,kharif,1713.52,3511.57,2049.33
2012,Arwal,rice,kharif,2363.01,4536.7,1919.88
2012,Arwal,wheat,rabi,8051.23,23893.14,2967.64
2012,Arwal,maize,kharif,9423.44,34400.33,3650.51
2012,Arwal,sugarcane,rabi,1491.09,70024.84,46962.22
2012,Arwal,jute,kharif,1435.26,2499.17,1741.26
2012,Jehanabad,rice,kharif,6683.13,17268.34,2583.87
2012,Jehanabad,wheat,rabi,6445.81,21735.67,3372.06
2012,Jehanabad,maize,kharif,5710.61,18944.45,3317.41
2012,Jehanabad,sugarcane,rabi,2660.13,120419.16,45268.12
2012,Jehanabad,jute,kharif,8552.32,11563.76,1352.12
2012,Aurangabad,rice,kharif,6020.86,18025.63,2993.86
2012,Aurangabad,wheat,rabi,2142.5,5246.7,2448.87
2012,Aurangabad,maize,kharif,7158.83,26009.89,3633.26
2012,Aurangabad,sugarcane,rabi,1216.05,69735.46,57346.1
2012,Aurangabad,jute,kharif,4538.32,8388.39,1848.35
2012,Nalanda,rice,kharif,9301.91,20298.66,2182.2
2012,Nalanda,wheat,rabi,3166.03,11301.75,3569.69
2012,Nalanda,maize,kharif,8192.42,25174.83,3072.94
2012,Nalanda,sugarcane,rabi,8237.49,549761.38,66738.94
2012,Nalanda,jute,kharif,2216.96,4920.34,2219.41
2012,Sheikhpura,rice,kharif,5354.22,9858.98,1841.35
2012,Sheikhpura,wheat,rabi,6132.58,17540.52,2860.22
2012,Sheikhpura,maize,kharif,6075.04,21537.24,3545.2
2012,Sheikhpura,sugarcane,rabi,2198.64,115586.36,52571.77
2012,Sheikhpura,jute,kharif,1058.18,2221.72,2099.57
2012,Lakhisarai,rice,kharif,6631.14,10978.87,1655.65
2012,Lakhisarai,wheat,rabi,1203.08,2654.99,2206.82
2012,Lakhisarai,maize,kharif,9217.37,36635.18,3974.58
2012,Lakhisarai,sugarcane,rabi,3757.74,160673.21,42757.95
2012,Lakhisarai,jute,kharif,3549.56,6051.96,1704.99
2012,Jamui,rice,kharif,1181.24,2668.58,2259.13
2012,Jamui,wheat,rabi,1442.99,4290.96,2973.67
2012,Jamui,maize,kharif,8732.01,27331.94,3130.09
2012,Jamui,sugarcane,rabi,2887.21,130670.78,45258.46
2012,Jamui,jute,kharif,7892.73,16394.09,2077.11
2012,Munger,rice,kharif,3809.71,7869.64,2065.68
2012,Munger,wheat,rabi,3422.45,12693.97,3709.03
2012,Munger,maize,kharif,2645.32,10242.73,3872.02
2012,Munger,sugarcane,rabi,1981.12,95034.6,47970.08
2012,Munger,jute,kharif,7881.86,17234.54,2186.61
2012,Banka,rice,kharif,5505.21,11380.42,2067.21
2012,Banka,wheat,rabi,9571.48,33475.5,3497.42
2012,Banka,maize,kharif,3816.28,13355.19,3499.53
2012,Banka,sugarcane,rabi,7457.18,359299.45,48181.65
2012,Banka,jute,kharif,5940.19,11727.07,1974.19
2012,Nawada,rice,kharif,7384.5,19395.81,2626.56
2012,Nawada,wheat,rabi,2013.31,7708.88,3828.95
2012,Nawada,maize,kharif,3684.45,16875.29,4580.14
2012,Nawada,sugarcane,rabi,4214.73,216179.44,51291.4
2012,Nawada,jute,kharif,9844.66,20669.46,2099.56
2012,Katihar,rice,kharif,4799.73,12823.17,2671.64
2012,Katihar,wheat,rabi,7769.03,24273.62,3124.41
2012,Katihar,maize,kharif,1492.59,5215.68,3494.37
2012,Katihar,sugarcane,rabi,2072.27,109444.7,52814.02
2012,Katihar,jute,kharif,1995.43,3457.99,1732.95
2013,Patna,rice,kharif,8794.32,24962.91,2838.53
2013,Patna,wheat,rabi,3237.44,11549.12,3567.36
2013,Patna,maize,kharif,8447.71,26113.61,3091.2
2013,Patna,sugarcane,rabi,4391.8,177949.89,40518.65
2013,Patna,jute,kharif,8048.45,12431.58,1544.59
2013,Gaya,rice,kharif,9599.03,17219.49,1793.88
2013,Gaya,wheat,rabi,9413.16,31299.24,3325.05
2013,Gaya,maize,kharif,4539.89,16379.83,3607.98
2013,Gaya,sugarcane,rabi,7655.22,455809.33,59542.27
2013,Gaya,jute,kharif,4721.65,8624.29,1826.54
2013,Bhagalpur,rice,kharif,4434.55,11260.93,2539.36
2013,Bhagalpur,wheat,rabi,9442.58,25214.1,2670.26
2013,Bhagalpur,maize,kharif,2336.56,7987.42,3418.45
2013,Bhagalpur,sugarcane,rabi,3137.35,131652.8,41963.06
2013,Bhagalpur,jute,kharif,5221.37,9763.07,1869.83
2013,Muzaffarpur,rice,kharif,7210.42,13618.01,1888.66
2013,Muzaffarpur,wheat,rabi,3681.8,10424.1,2831.26
2013,Muzaffarpur,maize,kharif,2455.25,9878.33,4023.35
2013,Muzaffarpur,sugarcane,rabi,9248.4,478141.32,51699.88
2013,Muzaffarpur,jute,kharif,7641.35,17943.93,2348.27
2013,Darbhanga,rice,kharif,4079.19,9955.01,2440.44
2013,Darbhanga,wheat,rabi,6120.6,21968.3,3589.24
2013,Darbhanga,maize,kharif,9468.93,34241.17,3616.16
2013,Darbhanga,sugarcane,rabi,1461.37,76705.7,52488.86
2013,Darbhanga,jute,kharif,7744.32,14654.3,1892.26
2013,Purnia,rice,kharif,2944.28,5872.4,1994.51
2013,Purnia,wheat,rabi,5020.54,15836.45,3154.33
2013,Purnia,maize,kharif,2378.3,8491.34,3570.34
2013,Purnia,sugarcane,rabi,6836.18,365293.14,53435.26
2013,Purnia,jute,kharif,5260.92,10562.15,2007.66
2013,Araria,rice,kharif,7359.44,14651.07,1990.79
2013,Araria,wheat,rabi,3898.61,13354.54,3425.46
2013,Araria,maize,kharif,1475.44,4587.52,3109.26
2013,Araria,sugarcane,rabi,6405.25,349404.99,54549.79
2013,Araria,jute,kharif,6325.45,13214.52,2089.1
2013,Kishanganj,rice,kharif,5757.91,13426.71,2331.87
2013,Kishanganj,wheat,rabi,3490.79,8565.92,2453.86
2013,Kishanganj,maize,kharif,1330.42,5659.58,4253.99
2013,Kishanganj,sugarcane,rabi,5662.09,347799.19,61425.9
2013,Kishanganj,jute,kharif,1955.44,3040.66,1554.97
2013,West Champaran,rice,kharif,1474.7,2789.3,1891.44
2013,West Champaran,wheat,rabi,1359.3,4236.11,3116.38
2013,West Champaran,maize,kharif,1895.45,5247.0,2768.21
2013,West Champaran,sugarcane,rabi,5338.16,298557.48,55928.95
2013,West Champaran,jute,kharif,6493.27,13700.89,2110.02
2013,East Champaran,rice,kharif,5632.68,12354.2,2193.31
2013,East Champaran,wheat,rabi,2135.04,7323.97,3430.37
2013,East Champaran,maize,kharif,9093.24,36523.33,4016.54
2013,East Champaran,sugarcane,rabi,3708.7,187789.57,50634.92
2013,East Champaran,jute,kharif,1363.0,2621.47,1923.3
2013,Sheohar,rice,kharif,6088.74,13233.43,2173.43
2013,Sheohar,wheat,rabi,8466.09,30032.52,3547.39
2013,Sheohar,maize,kharif,9364.63,36497.79,3897.41
2013,Sheohar,sugarcane,rabi,3544.89,174562.6,49243.46
2013,Sheohar,jute,kharif,2625.92,5352.39,2038.29
2013,Sitamarhi,rice,kharif,7681.33,19507.38,2539.58
2013,Sitamarhi,wheat,rabi,8959.09,23571.19,2630.98
2013,Sitamarhi,maize,kharif,4696.58,15933.63,3392.6
2013,Sitamarhi,sugarcane,rabi,4786.63,323202.69,67521.98
2013,Sitamarhi,jute,kharif,8779.3,20445.3,2328.81
2013,Madhubani,rice,kharif,5325.04,11700.78,2197.31
2013,Madhubani,wheat,rabi,8438.18,24975.68,2959.84
2013,Madhubani,maize,kharif,3744.13,15186.55,4056.1
2013,Madhubani,sugarcane,rabi,3047.33,173418.11,56908.13
2013,Madhubani,jute,kharif,9020.26,15322.14,1698.64
2013,Supaul,rice,kharif,2658.71,5871.73,2208.48
2013,Supaul,wheat,rabi,1094.62,3970.02,3626.85
2013,Supaul,maize,kharif,4502.88,16848.19,3741.65
2013,Supaul,sugarcane,rabi,3511.07,180545.63,51421.76
2013,Supaul,jute,kharif,3848.11,5117.23,1329.8
2013,Saharsa,rice,kharif,3318.69,6365.82,1918.17
2013,Saharsa,wheat,rabi,4650.81,18126.25,3897.44
2013,Saharsa,maize,kharif,9912.57,30703.65,3097.45
2013,Saharsa,sugarcane,rabi,4122.63,191892.45,46546.12
2013,Saharsa,jute,kharif,3144.61,5472.73,1740.35
2013,Madhepura,rice,kharif,9702.72,23721.38,2444.82
2013,Madhepura,wheat,rabi,4348.39,15247.68,3506.51
2013,Madhepura,maize,kharif,9700.61,29431.75,3034.01
2013,Madhepura,sugarcane,rabi,3461.27,199500.31,57637.88
2013,Madhepura,jute,kharif,3886.6,6634.97,1707.14
2013,Khagaria,rice,kharif,3174.41,7901.59,2489.15
2013,Khagaria,wheat,rabi,1576.85,6008.46,3810.41
2013,Khagaria,maize,kharif,9579.76,33001.37,3444.9
2013,Khagaria,sugarcane,rabi,3148.77,134713.2,42782.85
2013,Khagaria,jute,kharif,9592.0,18374.83,1915.64
2013,Begusarai,rice,kharif,5553.33,10149.09,1827.57
2013,Begusarai,wheat,rabi,7314.09,21279.82,2909.43
2013,Begusarai,maize,kharif,3736.85,14578.28,3901.22
2013,Begusarai,sugarcane,rabi,9235.89,471439.04,51044.27
2013,Begusarai,jute,kharif,4003.99,7787.17,1944.85
2013,Samastipur,rice,kharif,5428.02,12461.07,2295.69
2013,Samastipur,wheat,rabi,5175.87,13893.43,2684.27
2013,Samastipur,maize,kharif,6795.17,22545.25,3317.83
2013,Samastipur,sugarcane,rabi,1309.39,63786.14,48714.33
2013,Samastipur,jute,kharif,8155.1,14745.34,1808.11
2013,Vaishali,rice,kharif,8453.67,21846.13,2584.22
2013,Vaishali,wheat,rabi,6493.38,24179.14,3723.66
2013,Vaishali,maize,kharif,6751.97,25187.09,3730.33
2013,Vaishali,sugarcane,rabi,2155.15,128602.48,59672.19
2013,Vaishali,jute,kharif,7313.49,14619.19,1998.93
2013,Saran,rice,kharif,5727.86,11669.41,2037.31
2013,Saran,wheat,rabi,7437.9,24161.05,3248.37
2013,Saran,maize,kharif,9017.49,38106.53,4225.85
2013,Saran,sugarcane,rabi,3201.9,186162.43,58141.32
2013,Saran,jute,kharif,9200.08,13515.33,1469.04
2013,Siwan,rice,kharif,1822.18,4333.77,2378.34
2013,Siwan,wheat,rabi,1441.04,4602.88,3194.13
2013,Siwan,maize,kharif,3467.92,13481.15,3887.39
2013,Siwan,sugarcane,rabi,2168.71,112467.6,51859.14
2013,Siwan,jute,kharif,1950.85,3429.02,1757.7
2013,Gopalganj,rice,kharif,7727.69,15853.14,2051.47
2013,Gopalganj,wheat,rabi,1300.81,4526.73,3479.92
2013,Gopalganj,maize,kharif,2905.43,10794.94,3715.44
2013,Gopalganj,sugarcane,rabi,6813.35,345921.07,50771.06
2013,Gopalganj,jute,kharif,4649.25,8031.1,1727.4
2013,Rohtas,rice,kharif,3391.17,9625.93,2838.53
2013,Rohtas,wheat,rabi,3733.62,11203.33,3000.66
2013,Rohtas,maize,kharif,6790.86,19779.26,2912.63
2013,Rohtas,sugarcane,rabi,3394.91,224445.34,66112.26
2013,Rohtas,jute,kharif,9924.62,22146.83,2231.5
2013,Buxar,rice,kharif,4445.5,12000.48,2699.47
2013,Buxar,wheat,rabi,9425.59,29075.94,3084.79
2013,Buxar,maize,kharif,7489.49,28160.14,3759.95
2013,Buxar,sugarcane,rabi,2314.87,123199.31,53220.85
2013,Buxar,jute,kharif,9186.08,13671.24,1488.26
2013,Kaimur,rice,kharif,9242.33,24697.85,2672.25
2013,Kaimur,wheat,rabi,1795.57,5576.7,3105.81
2013,Kaimur,maize,kharif,1509.63,5809.95,3848.59
2013,Kaimur,sugarcane,rabi,7586.85,453332.58,59752.37
2013,Kaimur,jute,kharif,5813.2,10651.81,1832.35
2013,Bhojpur,rice,kharif,4698.48,12045.7,2563.74
2013,Bhojpur,wheat,rabi,1150.04,3819.58,3321.25
2013,Bhojpur,maize,kharif,9637.71,34166.06,3545.04
2013,Bhojpur,sugarcane,rabi,5662.14,290762.62,51352.09
2013,Bhojpur,jute,kharif,6295.88,11997.12,1905.55
2013,Arwal,rice,kharif,3324.7,7972.74,2398.03
2013,Arwal,wheat,rabi,9960.81,33457.0,3358.86
2013,Arwal,maize,kharif,5060.17,13646.36,2696.82
2013,Arwal,sugarcane,rabi,4018.66,232848.59,57941.83
2013,Arwal,jute,kharif,4382.39,8642.46,1972.09
2013,Jehanabad,rice,kharif,9339.27,21334.47,2284.38
2013,Jehanabad,wheat,rabi,6997.67,24023.34,3433.05
2013,Jehanabad,maize,kharif,7060.78,29504.61,4178.66
2013,Jehanabad,sugarcane,rabi,9892.13,460897.36,46592.35
2013,Jehanabad,jute,kharif,3108.93,5314.34,1709.38
2013,Aurangabad,rice,kharif,2437.0,4576.08,1877.75
2013,Aurangabad,wheat,rabi,8298.42,32807.0,3953.4
2013,Aurangabad,maize,kharif,9077.79,32555.59,3586.29
2013,Aurangabad,sugarcane,rabi,2349.18,109276.38,46516.75
2013,Aurangabad,jute,kharif,8403.92,16749.35,1993.04
2013,Nalanda,rice,kharif,7886.34,18191.44,2306.7
2013,Nalanda,wheat,rabi,6518.05,20351.66,3122.36
2013,Nalanda,maize,kharif,5516.83,19476.95,3530.46
2013,Nalanda,sugarcane,rabi,1805.26,96135.59,53253.1
2013,Nalanda,jute,kharif,4204.61,7835.56,1863.57
2013,Sheikhpura,rice,kharif,8863.1,22263.78,2511.96
2013,Sheikhpura,wheat,rabi,5555.26,16187.16,2913.84
2013,Sheikhpura,maize,kharif,5436.84,22011.14,4048.51
2013,Sheikhpura,sugarcane,rabi,6154.95,327898.58,53273.94
2013,Sheikhpura,jute,kharif,3149.61,5151.46,1635.59
2013,Lakhisarai,rice,kharif,4209.03,9724.27,2310.33
2013,Lakhisarai,wheat,rabi,5119.88,16036.94,3132.29
2013,Lakhisarai,maize,kharif,7677.96,29772.04,3877.6
2013,Lakhisarai,sugarcane,rabi,9153.21,513492.04,56099.7
2013,Lakhisarai,jute,kharif,5903.42,12449.1,2108.79
2013,Jamui,rice,kharif,2022.81,4113.74,2033.67
2013,Jamui,wheat,rabi,7806.79,25798.36,3304.61
2013,Jamui,maize,kharif,8216.43,31561.04,3841.21
2013,Jamui,sugarcane,rabi,9515.68,537895.07,56527.22
2013,Jamui,jute,kharif,8524.71,15413.65,1808.11
2013,Munger,rice,kharif,9879.13,21126.12,2138.46
2013,Munger,wheat,rabi,2537.32,8448.48,3329.68
2013,Munger,maize,kharif,2310.66,6374.58,2758.77
2013,Munger,sugarcane,rabi,8579.74,370852.17,43224.15
2013,Munger,jute,kharif,1461.02,2484.85,1700.76
2013,Banka,rice,kharif,8228.53,18197.31,2211.49
2013,Banka,wheat,rabi,4300.5,11186.73,2601.26
2013,Banka,maize,kharif,9202.08,31207.49,3391.35
2013,Banka,sugarcane,rabi,9045.76,497728.22,55023.39
2013,Banka,jute,kharif,8176.78,15474.42,1892.48
2013,Nawada,rice,kharif,6971.41,15925.27,2284.37
2013,Nawada,wheat,rabi,1876.39,6571.12,3502.0
2013,Nawada,maize,kharif,6874.55,27562.63,4009.37
2013,Nawada,sugarcane,rabi,6063.9,329669.3,54365.9
2013,Nawada,jute,kharif,5069.94,10694.16,2109.33
2013,Katihar,rice,kharif,8931.26,24997.72,2798.9
2013,Katihar,wheat,rabi,8001.18,24991.29,3123.45
2013,Katihar,maize,kharif,8279.2,23242.0,2807.28
2013,Katihar,sugarcane,rabi,6194.68,375625.35,60636.76
2013,Katihar,jute,kharif,4234.81,9684.71,2286.93
2014,Patna,rice,kharif,7702.76,16405.54,2129.83
2014,Patna,wheat,rabi,6807.14,19607.65,2880.45
2014,Patna,maize,kharif,5663.85,16404.69,2896.38
2014,Patna,sugarcane,rabi,7062.49,321810.23,45566.12
2014,Patna,jute,kharif,2478.43,5384.44,2172.52
2014,Gaya,rice,kharif,9209.87,21558.28,2340.78
2014,Gaya,wheat,rabi,7683.72,26988.73,3512.45
2014,Gaya,maize,kharif,7240.61,23293.45,3217.06
2014,Gaya,sugarcane,rabi,8860.25,414761.01,46811.43
2014,Gaya,jute,kharif,4170.08,6888.24,1651.82
2014,Bhagalpur,rice,kharif,5546.04,13562.65,2445.47
2014,Bhagalpur,wheat,rabi,7901.64,29196.6,3695.01
2014,Bhagalpur,maize,kharif,6059.3,24890.79,4107.86
2014,Bhagalpur,sugarcane,rabi,1189.33,58622.11,49289.94
2014,Bhagalpur,jute,kharif,9971.64,21120.51,2118.06
2014,Muzaffarpur,rice,kharif,4125.6,7758.14,1880.49
2014,Muzaffarpur,wheat,rabi,9720.5,29156.96,2999.53
2014,Muzaffarpur,maize,kharif,2141.86,8198.13,3827.59
2014,Muzaffarpur,sugarcane,rabi,7432.26,321657.77,43278.57
2014,Muzaffarpur,jute,kharif,2175.71,4559.65,2095.71
2014,Darbhanga,rice,kharif,8268.63,16485.09,1993.69
2014,Darbhanga,wheat,rabi,8045.64,23104.16,2871.64
2014,Darbhanga,maize,kharif,2401.23,8350.21,3477.47
2014,Darbhanga,sugarcane,rabi,9987.05,426815.47,42736.9
2014,Darbhanga,jute,kharif,8994.45,17846.35,1984.15
2014,Purnia,rice,kharif,3417.39,8912.03,2607.85
2014,Purnia,wheat,rabi,5696.48,17651.69,3098.7
2014,Purnia,maize,kharif,1476.42,5267.43,3567.7
2014,Purnia,sugarcane,rabi,6041.04,288202.08,47707.33
2014,Purnia,jute,kharif,8931.32,14905.66,1668.92
2014,Araria,rice,kharif,9477.15,25121.16,2650.71
2014,Araria,wheat,rabi,1442.34,4483.04,3108.18
2014,Araria,maize,kharif,3450.84,10855.31,3145.7
2014,Araria,sugarcane,rabi,6367.54,343064.67,53877.09
2014,Araria,jute,kharif,3775.17,8219.16,2177.16
2014,Kishanganj,rice,kharif,4341.44,8308.84,1913.84
2014,Kishanganj,wheat,rabi,2545.1,9115.97,3581.77
2014,Kishanganj,maize,kharif,2245.58,8999.2,4007.52
2014,Kishanganj,sugarcane,rabi,5048.24,262926.34,52082.82
2014,Kishanganj,jute,kharif,4695.39,8325.14,1773.05
2014,West Champaran,rice,kharif,3885.11,9008.3,2318.68
2014,West Champaran,wheat,rabi,7718.07,22976.85,2977.02
2014,West Champaran,maize,kharif,1569.28,6111.21,3894.28
2014,West Champaran,sugarcane,rabi,3098.69,194575.11,62792.74
2014,West Champaran,jute,kharif,2960.03,5742.36,1939.97
2014,East Champaran,rice,kharif,4199.77,10343.15,2462.79
2014,East Champaran,wheat,rabi,8361.67,29596.66,3539.56
2014,East Champaran,maize,kharif,3088.71,10953.1,3546.17
2014,East Champaran,sugarcane,rabi,3620.77,195632.24,54030.59
2014,East Champaran,jute,kharif,1807.31,3331.61,1843.41
2014,Sheohar,rice,kharif,1034.47,2358.3,2279.72
2014,Sheohar,wheat,rabi,1666.67,6399.91,3839.93
2014,Sheohar,maize,kharif,3581.62,14337.12,4002.97
2014,Sheohar,sugarcane,rabi,9151.81,492632.96,53829.01
2014,Sheohar,jute,kharif,5080.75,8910.18,1753.72
2014,Sitamarhi,rice,kharif,8872.72,20985.67,2365.19
2014,Sitamarhi,wheat,rabi,3570.22,12979.3,3635.44
2014,Sitamarhi,maize,kharif,1994.89,6501.35,3259.0
2014,Sitamarhi,sugarcane,rabi,3848.22,185370.67,48170.51
2014,Sitamarhi,jute,kharif,5682.91,11449.97,2014.81
2014,Madhubani,rice,kharif,1801.09,5006.43,2779.67
2014,Madhubani,wheat,rabi,9712.2,31037.54,3195.73
2014,Madhubani,maize,kharif,3943.06,11518.86,2921.3
2014,Madhubani,sugarcane,rabi,9181.05,431041.08,46948.99
2014,Madhubani,jute,kharif,1746.23,3483.38,1994.8
2014,Supaul,rice,kharif,2719.95,5806.12,2134.64
2014,Supaul,wheat,rabi,9385.58,37975.19,4046.12
2014,Supaul,maize,kharif,9106.84,28887.8,3172.1
2014,Supaul,sugarcane,rabi,2796.14,134516.33,48107.79
2014,Supaul,jute,kharif,5347.6,10702.95,2001.45
2014,Saharsa,rice,kharif,9197.51,21314.75,2317.45
2014,Saharsa,wheat,rabi,1356.02,3918.16,2889.46
2014,Saharsa,maize,kharif,2158.79,8707.84,4033.67
2014,Saharsa,sugarcane,rabi,3790.31,222830.46,58789.57
2014,Saharsa,jute,kharif,3058.04,5854.96,1914.61
2014,Madhepura,rice,kharif,4238.42,11206.96,2644.13
2014,Madhepura,wheat,rabi,6778.99,26358.45,3888.25
2014,Madhepura,maize,kharif,5237.35,19471.13,3717.75
2014,Madhepura,sugarcane,rabi,8451.32,442018.23,52301.65
2014,Madhepura,jute,kharif,5236.35,10465.51,1998.63
2014,Khagaria,rice,kharif,6593.57,14361.31,2178.08
2014,Khagaria,wheat,rabi,1002.17,3483.48,3475.94
2014,Khagaria,maize,kharif,8790.81,35467.42,4034.6
2014,Khagaria,sugarcane,rabi,8351.14,508711.24,60915.18
2014,Khagaria,jute,kharif,6280.91,11029.91,1756.1
2014,Begusarai,rice,kharif,6972.62,17867.87,2562.57
2014,Begusarai,wheat,rabi,1183.07,4715.89,3986.14
2014,Begusarai,maize,kharif,5354.17,18707.03,3493.92
2014,Begusarai,sugarcane,rabi,8006.64,479148.73,59843.9
2014,Begusarai,jute,kharif,2646.31,4325.25,1634.45
2014,Samastipur,rice,kharif,6736.64,14627.93,2171.4
2014,Samastipur,wheat,rabi,5357.66,20156.93,3762.26
2014,Samastipur,maize,kharif,6332.35,21061.81,3326.07
2014,Samastipur,sugarcane,rabi,1602.92,79075.71,49332.29
2014,Samastipur,jute,kharif,9172.75,15728.33,1714.68
2014,Vaishali,rice,kharif,5337.95,11695.25,2190.96
2014,Vaishali,wheat,rabi,2459.65,8148.04,3312.68
2014,Vaishali,maize,kharif,2136.55,8235.78,3854.71
2014,Vaishali,sugarcane,rabi,6560.32,349557.62,53283.63
2014,Vaishali,jute,kharif,5156.26,9430.96,1829.03
2014,Saran,rice,kharif,1467.69,3891.06,2651.14
2014,Saran,wheat,rabi,8981.48,28764.09,3202.6
2014,Saran,maize,kharif,4686.05,15895.8,3392.15
2014,Saran,sugarcane,rabi,6445.64,273341.46,42407.18
2014,Saran,jute,kharif,7895.41,13597.71,1722.23
2014,Siwan,rice,kharif,2652.22,7845.04,2957.92
2014,Siwan,wheat,rabi,5582.02,14237.95,2550.68
2014,Siwan,maize,kharif,9210.29,34030.82,3694.87
2014,Siwan,sugarcane,rabi,5894.9,285376.5,48410.73
2014,Siwan,jute,kharif,4906.44,10060.6,2050.49
2014,Gopalganj,rice,kharif,9229.06,23992.23,2599.64
2014,Gopalganj,wheat,rabi,1394.93,4130.22,2960.88
2014,Gopalganj,maize,kharif,4194.96,14134.44,3369.39
2014,Gopalganj,sugarcane,rabi,8875.08,448581.51,50543.95
2014,Gopalganj,jute,kharif,6602.94,10651.33,1613.12
2014,Rohtas,rice,kharif,8582.18,22910.24,2669.51
2014,Rohtas,wheat,rabi,6754.48,21611.55,3199.59
2014,Rohtas,maize,kharif,9223.55,25988.79,2817.66
